,language,url,query,documentation
595,php,https://github.com/varspool/Wrench/blob/2c297b5d655efaed22acbd0486d219f11b698b3c/lib/Socket/Socket.php#L153-L167,socket recv timeout,"Get the last error that occurred on the socket

@return string"
596,go,https://github.com/pebbe/zmq4/blob/7a493a642e7acbd03045d4f5fe9516908a62f86f/draft/zmq4.go#L267-L275,socket recv timeout,// Returns the maximum number of sockets allowed in the default context.
597,python,https://github.com/thomwiggers/httpserver/blob/88a3a35619ce5185347c6764f211878e898e6aad/httpserver/httpserver.py#L108-L130,socket recv timeout,"Process received data from the socket

        Called when we receive data"
598,php,https://github.com/kakserpom/phpdaemon/blob/cfbe02e60e162853747ea9484c12f15341e56833/PHPDaemon/BoundSocket/TCP.php#L104-L111,socket recv timeout,"Called when socket is bound
@return boolean|null Success"
599,go,https://github.com/gravitational/teleport/blob/d5243dbe8d36bba44bf640c08f1c49185ed2c8a4/lib/sshutils/server.go#L308-L330,socket recv timeout,// Close closes listening socket and stops accepting connections
600,go,https://github.com/anacrolix/go-libutp/blob/d7dd83bce17eb552d89dc42b7acdb8498e7e70db/socket.go#L405-L416,socket recv timeout,// Passing an empty network will use the network of the Socket's listener.
601,javascript,https://github.com/simonguo/hbook/blob/5ea071130cc418fccd97a3e7e9a285c1d756b80b/lib/utils/fs.js#L41-L53,write csv,Write a file
602,javascript,https://github.com/gulpjs/vinyl-sourcemap/blob/c86582cd9a0973a2ac9aa18fce5feb7d80ab1e3b/lib/helpers.js#L165-L195,write csv,/* Write Helpers
603,java,https://github.com/jbundle/jbundle/blob/4037fcfa85f60c7d0096c453c1a3cd573c2b0abc/app/program/manual/util/src/main/java/org/jbundle/app/program/manual/util/WriteRecordClass.java#L190-L218,write csv,Write the includes
604,go,https://github.com/contiv/netplugin/blob/965773066d2b8ebed3514979949061a03d46fd20/netmaster/mastercfg/bgpState.go#L40-L43,write csv,// Write the state
605,java,https://github.com/softindex/datakernel/blob/090ca1116416c14d463d49d275cb1daaafa69c56/core-net/src/main/java/io/datakernel/eventloop/AsyncTcpSocketImpl.java#L370-L408,write csv,write cycle
606,go,https://github.com/mattn/go-colorable/blob/3a70a971f94a22f2fa562ffcc7a0eb45f5daf045/colorable_windows.go#L418-L820,write csv,// Write write data on console
607,python,https://github.com/lovesegfault/beautysh/blob/c6a622dd1acb71c041aa38bbdaa1fe4ed61d9f85/beautysh/beautysh.py#L47-L50,write csv,Write output to a file.
608,java,https://github.com/JodaOrg/joda-beans/blob/f07dbe42947150b23a173f35984c6ab33c5529bf/src/main/java/org/joda/beans/ser/json/JodaBeanJsonWriter.java#L336-L349,write csv,write counted set
609,java,https://github.com/Bedework/bw-util/blob/f51de4af3d7eb88fe63a0e22be8898a16c6cc3ad/bw-util-xml/src/main/java/org/bedework/util/xml/XmlEmit.java#L733-L748,write csv,/* Write out the xml header
610,python,https://github.com/JdeRobot/base/blob/303b18992785b2fe802212f2d758a60873007f1f/src/drivers/MAVLinkServer/MAVProxy/modules/lib/textconsole.py#L29-L33,write csv,write to the console with linefeed
611,python,https://github.com/wummel/linkchecker/blob/c2ce810c3fb00b895a841a7be6b2e78c64e7b042/linkcheck/logger/html.py#L222-L226,write csv,Write url_data.size.
612,python,https://github.com/wummel/linkchecker/blob/c2ce810c3fb00b895a841a7be6b2e78c64e7b042/linkcheck/logger/sql.py#L70-L75,write csv,Write SQL comment.
613,python,https://github.com/wummel/linkchecker/blob/c2ce810c3fb00b895a841a7be6b2e78c64e7b042/linkcheck/logger/html.py#L228-L231,write csv,Write url_data.checktime.
614,python,https://github.com/rameshg87/pyremotevbox/blob/123dffff27da57c8faa3ac1dd4c68b1cf4558b1a/pyremotevbox/ZSI/generate/wsdl2python.py#L430-L436,write csv,write out to file descriptor.
615,python,https://github.com/wummel/linkchecker/blob/c2ce810c3fb00b895a841a7be6b2e78c64e7b042/linkcheck/logger/text.py#L195-L198,write csv,Write url_data.info.
616,python,https://github.com/Sabesto/pyflexit/blob/b88c235fe1659c82c09fd5d3a16c59d407fcf94c/pyflexit/pyflexit.py#L171-L176,write csv,Write to register by name.
617,java,https://github.com/facebookarchive/swift/blob/3f1f098a50d6106f50cd6fe1c361dd373ede0197/swift-codec/src/main/java/com/facebook/swift/codec/internal/compiler/ThriftCodecByteCodeGenerator.java#L814-L850,write csv,Define the write method.
618,python,https://github.com/stevearc/dql/blob/e9d3aa22873076dae5ebd02e35318aa996b1e56a/dql/output.py#L232-L237,write csv,Write out the table header
619,javascript,https://github.com/koenkivits/nesnes/blob/bc11a7c34f3ccf45179bf16c0241b698b36df980/system/output/audiooutput.js#L16-L32,write csv,Write sample to buffer.
620,go,https://github.com/yosssi/gohtml/blob/9b7db94d32d9901e7ad2488fddf91f7b9fcc36c8/writer.go#L22-L28,write csv,// Write writes the parameter.
621,python,https://github.com/jochym/Elastic/blob/8daae37d0c48aab8dfb1de2839dab02314817f95/parcalc/parcalc.py#L394-L404,write csv,Write input file(s).
622,ruby,https://github.com/robertwahler/repo_manager/blob/d945f1cb6ac48b5689b633fcc029fd77c6a02d09/lib/repo_manager/tasks/add/asset.rb#L199-L206,write csv,write only the attributes that we have set
623,java,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.channelfw/src/com/ibm/ws/tcpchannel/internal/TCPWriteRequestContextImpl.java#L260-L295,write csv,external async write
624,python,https://github.com/barryp/py-amqplib/blob/2b3a47de34b4712c111d0a55d7ff109dffc2a7b2/amqplib/client_0_8/serialization.py#L270-L283,write csv,Write a boolean value.
625,ruby,https://github.com/cxn03651/write_xlsx/blob/6d658b29512e5ab63b947e2b03e67df70a83b55c/lib/write_xlsx/chart.rb#L1074-L1080,write csv,Write the series name.
626,javascript,https://github.com/koenkivits/nesnes/blob/bc11a7c34f3ccf45179bf16c0241b698b36df980/system/apu/index.js#L66-L107,write csv,Write to APU registers.
627,go,https://github.com/contiv/netplugin/blob/965773066d2b8ebed3514979949061a03d46fd20/state/fakestatedriver.go#L38-L43,write csv,// Write value to key
628,go,https://github.com/gmallard/stompngo/blob/b61c67049c28a4361e7b2cb69200d9d137411822/writer.go#L82-L125,write csv,"/*
	Connection logical write.
*/"
629,python,https://github.com/chop-dbhi/varify-data-warehouse/blob/1600ee1bc5fae6c68fd03b23624467298570cca8/vdw/samples/migrations/0018_create_project_groups.py#L22-L30,write csv,Write your backwards methods here.
630,python,https://github.com/google/grr/blob/5cef4e8e2f0d5df43ea4877e9c798e0bf60bfe74/grr/server/grr_response_server/databases/mysql_clients.py#L35-L87,write csv,Write metadata about the client.
631,python,https://github.com/SystemRDL/systemrdl-compiler/blob/6ae64f2bb6ecbbe9db356e20e8ac94e85bdeed3a/systemrdl/node.py#L696-L703,write csv,Field is writable by software
632,python,https://github.com/trombastic/PyScada/blob/c5fc348a25f0df1340336f694ee9bc1aea62516a/pyscada/visa/devices/Tektronix_MDO3014.py#L37-L180,write csv,write values to the device
633,go,https://github.com/ivpusic/neo/blob/c81644170eed26e491487d0877d8642a0a84ea8d/response.go#L172-L194,write csv,// Write result to ResponseWriter.
634,php,https://github.com/jasonhinkle/phreeze/blob/6e45b1b29449ab5e7b81d2b8cb60ed61ec438e62/libs/PEAR/PHPExcel/Writer/Excel5/Worksheet.php#L2993-L3018,write csv,Write PLV Record
635,python,https://github.com/proycon/pynlpl/blob/7707f69a91caaa6cde037f0d0379f1d42500a68b/pynlpl/formats/folia.py#L5814-L5818,write csv,TODO: Write documentation
636,ruby,https://github.com/cxn03651/write_xlsx/blob/6d658b29512e5ab63b947e2b03e67df70a83b55c/lib/write_xlsx/worksheet.rb#L7290-L7317,write csv,Write the <sheetProtection> element.
637,go,https://github.com/vitessio/vitess/blob/d568817542a413611801aa17a1c213aa95592182/go/netutil/conn.go#L49-L57,write csv,// Write sets a write deadline and delagates to conn.Write
638,python,https://github.com/dylanaraps/pywal/blob/c823e3c9dbd0100ca09caf824e77d296685a1c1e/pywal/util.py#L90-L95,write csv,Write data to a json file.
639,java,https://github.com/h2oai/h2o-3/blob/845eb49dfeaadf638b6e2f779d82fac996391fad/h2o-algos/src/main/java/hex/ensemble/StackedEnsembleModel.java#L426-L433,write csv,Write out models (base + metalearner)
640,python,https://github.com/drj11/pypng/blob/b8220ca9f58e4c5bc1d507e713744fcb8c049225/code/iccp.py#L147-L157,write csv,Write ICC Profile to the file.
641,python,https://github.com/wummel/dosage/blob/a0109c3a46219f280e6e5e77183674e40da0f304/dosagelib/events.py#L283-L287,write csv,Write all JSON data to files.
642,java,https://github.com/hsiafan/requests/blob/a6cc6f8293e808cc937d3789aec2616a8383dee0/src/main/java/net/dongliu/requests/RawResponse.java#L222-L232,write csv,Write response body to file
643,python,https://github.com/tensorflow/datasets/blob/46ceb0cf7b4690f38ecbbc689e4d659a903d08dc/tensorflow_datasets/core/dataset_info.py#L284-L297,write csv,Write `DatasetInfo` as JSON to `dataset_info_dir`.
644,python,https://github.com/chaosmail/python-fs/blob/2567922ced9387e327e65f3244caff3b7af35684/fs/fs.py#L235-L243,write csv,Write *content* to file *path*
645,python,https://github.com/RedHatInsights/insights-core/blob/b57cbf8ed7c089672426ede0441e0a4f789ef4a1/insights/client/collection_rules.py#L160-L167,write csv,Write collections rules to disk
646,python,https://github.com/dranjan/python-plyfile/blob/9f8e8708d3a071229cf292caae7d13264e11c88b/plyfile.py#L660-L676,write csv,Write the data to a PLY file.
647,java,https://github.com/apache/incubator-gobblin/blob/f029b4c0fea0fe4aa62f36dda2512344ff708bae/gobblin-modules/gobblin-eventhub/src/main/java/org/apache/gobblin/eventhub/writer/EventhubDataWriter.java#L153-L174,write csv,Write a whole batch to eventhub
648,python,https://github.com/Unity-Technologies/ml-agents/blob/37d139af636e4a2351751fbf0f2fca5a9ed7457f/ml-agents/mlagents/trainers/trainer_controller.py#L106-L113,write csv,"Write all CSV metrics
        :return:"
649,python,https://github.com/wummel/linkchecker/blob/c2ce810c3fb00b895a841a7be6b2e78c64e7b042/linkcheck/logger/xmllog.py#L83-L94,write csv,Write XML start tag.
650,go,https://github.com/json-iterator/go/blob/0ff49de124c6f76f8494e194af75bde0f1a49a29/stream_float.go#L56-L66,write csv,// WriteFloat64 write float64 to stream
651,python,https://github.com/inasafe/inasafe/blob/831d60abba919f6d481dc94a8d988cc205130724/safe/utilities/unicode.py#L25-L30,convert decimal to hex,Convert to str
652,go,https://github.com/sajari/docconv/blob/eedabc494f8e97c31f94c70453273f16dbecbc6f/pdf_text.go#L23-L73,convert decimal to hex,// Convert PDF
653,python,https://github.com/xlzd/xtls/blob/b3cc0ab24197ecaa39adcad7cd828cada9c04a4e/xtls/util.py#L33-L41,convert decimal to hex,convert a object to string
654,python,https://github.com/apple/turicreate/blob/74514c3f99e25b46f22c6e02977fe3da69221c2e/src/external/coremltools_wrap/coremltools/deps/protobuf/python/google/protobuf/internal/well_known_types.py#L310-L313,convert decimal to hex,Converts a Duration to microseconds.
655,python,https://github.com/kennethreitz/maya/blob/774b141d91a83a5d77cb5351db3d02bf50564b21/maya/core.py#L194-L200,convert decimal to hex,Converts a datetime into an epoch.
656,python,https://github.com/fulfilio/python-magento/blob/720ec136a6e438a9ee4ee92848a9820b91732750/magento/utils.py#L29-L32,convert decimal to hex,Converts CamelCase to camel_case
657,python,https://github.com/JdeRobot/base/blob/303b18992785b2fe802212f2d758a60873007f1f/src/drivers/MAVLinkServer/MAVProxy/modules/lib/mp_util.py#L189-L197,convert decimal to hex,convert to grid reference
658,javascript,https://github.com/espruino/EspruinoTools/blob/e31e564ebf302c53c8a73aa7f58f5f42a33fe26e/core/utils.js#L538-L544,convert decimal to hex,Converts a DataView to an ArrayBuffer
659,python,https://github.com/immstudios/nxtools/blob/8c30213c61aec460c648d5e9ae7ce79dfb7b4b9a/nxtools/timeutils.py#L47-L64,convert decimal to hex,Converts seconds to time
660,python,https://github.com/sassoo/goldman/blob/b72540c9ad06b5c68aadb1b4fa8cb0b716260bf2/goldman/queryparams/page.py#L124-L133,convert decimal to hex,Convert the Paginator into a dict
661,python,https://github.com/tisimst/mcerp/blob/2bb8260c9ad2d58a806847f1b627b6451e407de1/mcerp/umath.py#L128-L136,convert decimal to hex,Convert radians to degrees
662,python,https://github.com/harlowja/failure/blob/9ea9a46ebb26c6d7da2553c80e36892f3997bd6f/failure/failure.py#L623-L629,convert decimal to hex,Converts this from a dictionary to a object.
663,python,https://github.com/tisimst/mcerp/blob/2bb8260c9ad2d58a806847f1b627b6451e407de1/mcerp/umath.py#L236-L244,convert decimal to hex,Convert degrees to radians
664,javascript,https://github.com/catamphetamine/react-time-ago/blob/2f7bf6d8981ec49cdb94a15d99ef0fddf410d90c/source/ReactTimeAgo.js#L238-L249,convert decimal to hex,Converts argument into a `Date`.
665,java,https://github.com/dnsjava/dnsjava/blob/d97b6a0685d59143372bb392ab591dd8dd840b61/org/xbill/DNS/TKEYRecord.java#L117-L150,convert decimal to hex,Converts rdata to a String
666,python,https://github.com/thunder-project/thunder/blob/967ff8f3e7c2fabe1705743d95eb2746d4329786/thunder/images/images.py#L119-L129,convert decimal to hex,Convert to local mode.
667,python,https://github.com/tensorflow/mesh/blob/3921196e5e43302e820da0a87329f25d7e2a3016/mesh_tensorflow/tpu_variables.py#L183-L197,convert decimal to hex,Converts a variable to a tensor.
668,python,https://github.com/pybel/pybel/blob/c8a7a1bdae4c475fa2a8c77f3a9a5f6d79556ca0/src/pybel/struct/pipeline/pipeline.py#L25-L27,convert decimal to hex,Convert a dictionary to a tuple.
669,python,https://github.com/SwissDataScienceCenter/renku-python/blob/691644d695b055a01e0ca22b2620e55bbd928c0d/renku/models/datasets.py#L151-L157,convert decimal to hex,Convert dataset files.
670,python,https://github.com/miso-belica/jusText/blob/ad05130df2ca883f291693353f9d86e20fe94a4e/justext/core.py#L132-L136,convert decimal to hex,Converts DOM into paragraphs.
671,python,https://github.com/pytroll/pyspectral/blob/fd296c0e0bdf5364fa180134a1292665d6bc50a3/rsr_convert_scripts/seviri_rsr.py#L163-L184,convert decimal to hex,Convert from wavelengths to wavenumber
672,javascript,https://github.com/instea/react-native-popup-menu/blob/46197a3a72a2031c040b6c1c5971199bb53f938b/build/rnpm.js#L228-L237,convert decimal to hex,Converts iterator to array
673,java,https://github.com/EXIficient/exificient-grammars/blob/d96477062ebdd4245920e44cc1995259699fc7fb/src/main/java/com/siemens/ct/exi/grammars/regex/RegularExpression.java#L600-L758,convert decimal to hex,Converts a token to an operation.
674,java,https://github.com/carewebframework/carewebframework-core/blob/fa3252d4f7541dbe151b92c3d4f6f91433cd1673/org.carewebframework.shell/src/main/java/org/carewebframework/shell/layout/Layout.java#L257-L261,convert decimal to hex,Converts from clipboard format.
675,python,https://github.com/jspricke/python-abook/blob/cc58ad998303ce9a8b347a3317158c8f7cd0529f/abook.py#L283-L311,convert decimal to hex,Converts a vCard to Abook
676,php,https://github.com/polyfony-inc/polyfony/blob/76dac2f4141c8f480370236295c07dfa52e5c589/Private/Polyfony/Format.php#L216-L233,convert decimal to hex,convert an array to a csv
677,java,https://github.com/ixa-ehu/kaflib/blob/3921f55d9ae4621736a329418f6334fb721834b8/src/main/java/ixa/kaflib/KAFDocument.java#L1868-L1874,convert decimal to hex,Converts a List into a Span
678,java,https://github.com/BlueBrain/bluima/blob/793ea3f46761dce72094e057a56cddfa677156ae/modules/bluima_abbreviations/src/main/java/com/wcohen/ss/CombinedStringDistanceLearner.java#L184-L194,convert decimal to hex,/* lazily convert to a MultiStringWrapper
679,go,https://github.com/intelsdi-x/snap/blob/e3a6c8e39994b3980df0c7b069d5ede810622952/grpc/common/common.go#L358-L364,convert decimal to hex,// Converts configMaps to ConfigDataNode
680,python,https://github.com/google/grr/blob/5cef4e8e2f0d5df43ea4877e9c798e0bf60bfe74/grr/server/grr_response_server/export.py#L1296-L1317,convert decimal to hex,Convert batch of FileStoreHashs.
681,php,https://github.com/ezsystems/ezpublish-legacy/blob/2493420f527fbc829a8d5bdda402e05d64a20db7/lib/ezimage/classes/ezimagegdhandler.php#L254-L259,convert decimal to hex,"/*!
Converts the image to grayscale."
682,go,https://github.com/keybase/go-keychain/blob/8441f7257eb146425dca61e269cdb931987e6455/corefoundation_1.10.go#L234-L267,convert decimal to hex,// Convert converts a CFTypeRef to a go instance.
683,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/openjdk/src/share/classes/java/math/MutableBigInteger.java#L183-L187,convert decimal to hex,Convert this MutableBigInteger to a BigInteger object.
684,python,https://github.com/Azure/azure-kusto-python/blob/92466a2ae175d6353d1dee3496a02517b2a71a86/azure-kusto-ingest/azure/kusto/ingest/_ingestion_blob_info.py#L65-L67,convert decimal to hex,Converts array to a json string
685,python,https://github.com/mardix/pylot/blob/506a33a56ebdfc0925b94015e8cf98ccb16a143c/pylot/utils.py#L192-L211,convert decimal to hex,Convert bytes into human readable
686,python,https://github.com/aws/aws-xray-sdk-python/blob/707358cd3a516d51f2ebf71cf34f00e8d906a667/aws_xray_sdk/core/models/traceid.py#L22-L28,convert decimal to hex,Convert TraceId object to a string.
687,python,https://github.com/ThreatConnect-Inc/tcex/blob/dd4d7a1ef723af1561687120191886b9a2fd4b47/tcex/tcex_cache.py#L28-L34,convert decimal to hex,Convert datetime to epoch seconds.
688,python,https://github.com/apple/turicreate/blob/74514c3f99e25b46f22c6e02977fe3da69221c2e/src/external/coremltools_wrap/coremltools/deps/protobuf/python/google/protobuf/json_format.py#L672-L688,convert decimal to hex,Convert an floating point number.
689,python,https://github.com/gunthercox/ChatterBot/blob/1a03dcb45cba7bdc24d3db5e750582e0cb1518e2/chatterbot/parsing.py#L520-L537,convert decimal to hex,"Convert time to hour, minute"
690,python,https://github.com/LPgenerator/django-db-mailer/blob/217a73c21ba5c6b68738f74b2c55a6dd2c1afe35/dbmail/providers/sendinblue/mail.py#L26-L32,convert decimal to hex,Convert an email address to a list.
691,python,https://github.com/ladybug-tools/ladybug/blob/c08b7308077a48d5612f644943f92d5b5dade583/ladybug/analysisperiod.py#L383-L394,convert decimal to hex,Convert the analysis period to a dictionary.
692,python,https://github.com/odlgroup/odl/blob/b8443f6aca90e191ba36c91d32253c5a36249a6c/odl/contrib/datasets/images/examples/cambridge_images.py#L8-L23,convert decimal to hex,Convert image to ODL object.
693,python,https://github.com/postlund/pyatv/blob/655dfcda4e2f9d1c501540e18da4f480d8bf0e70/pyatv/mrp/tlv8.py#L44-L61,convert decimal to hex,Convert a dict to TLV8 bytes.
694,java,https://github.com/lievendoclo/Valkyrie-RCP/blob/6aad6e640b348cda8f3b0841f6e42025233f1eb8/valkyrie-rcp-core/src/main/java/org/valkyriercp/binding/format/support/DateFormatter.java#L57-L59,convert decimal to hex,convert back from string to date
695,python,https://github.com/rueckstiess/mtools/blob/a6a22910c3569c0c8a3908660ca218a4557e4249/mtools/util/pattern.py#L52-L70,convert decimal to hex,Convert shell syntax to json.
696,python,https://github.com/zengbin93/zb/blob/ccdb384a0b5801b459933220efcb71972c2b89a7/zb/tools/file.py#L11-L52,convert decimal to hex,Converts a string to a valid filename.
697,javascript,https://github.com/morganherlocker/clipsy/blob/9e07c276a82f7eac41024fd2222884e4165a54d4/index.js#L842-L874,convert decimal to hex,(protected) convert from radix string
698,python,https://github.com/noxdafox/clipspy/blob/b22d71a6da821c1715d8fa00d7d75cabc09ed364/clips/data.py#L90-L102,convert decimal to hex,Convert a Python type into CLIPS.
699,python,https://github.com/CivicSpleen/ambry/blob/d7f2be4bf1f7ffd086f3fadd4fcae60c32473e42/ambry/orm/__init__.py#L214-L232,convert decimal to hex,Convert plain list to MutationList.
700,java,https://github.com/Stratio/stratio-cassandra/blob/f6416b43ad5309083349ad56266450fa8c6a2106/src/java/org/apache/cassandra/hadoop/pig/AbstractCassandraStorage.java#L564-L578,convert decimal to hex,convert string back to CfDef
701,go,https://github.com/go-gl/glfw/blob/e6da0acd62b1b57ee2799d4d0a76a7d4514dc5bc/v3.2/glfw/input.go#L293-L296,export to excel,//export goCharCB
702,go,https://github.com/thecodeteam/libstorage/blob/b4ebd75f857ac3077ee779bd240e92cd93de04cd/c/libstor-c/libstor-c_exported.go#L125-L127,export to excel,//export unmount_with_name
703,go,https://github.com/pixiv/go-libjpeg/blob/8a5e68b6ebaa424cd3916c4d1309b618318e9367/jpeg/sourceManager.go#L76-L89,export to excel,//export sourceSkip
704,go,https://github.com/bobappleyard/readline/blob/7e300e02d38ee8b418c0b4841877f1845d392328/readline.go#L195-L209,export to excel,//export _completion_function
705,go,https://github.com/paypal/gatt/blob/4ae819d591cfc94c496c45deb55928469542beec/xpc/xpc_darwin.go#L173-L202,export to excel,//export handleXpcEvent
706,go,https://github.com/hillu/go-yara/blob/62cc1506ae60c3f5fd56e992776dddd08d74891f/rules_callback.go#L79-L130,export to excel,//export scanCallbackFunc
707,go,https://github.com/op/go-libspotify/blob/12dd11fb33ecf760c356b65dc1116bc92589dea4/spotify/libspotify.go#L1259-L1262,export to excel,//export go_image_complete
708,go,https://github.com/libvirt/libvirt-go/blob/6716ded296d94320213e1b57b67c2c7d255c6f00/domain_events.go#L479-L496,export to excel,//export domainEventPMWakeupCallback
709,go,https://github.com/siddontang/golua/blob/f73e23294ebf29412e1e96bb6163be152700d250/golua.go#L247-L252,export to excel,//export go_panic_msghandler
710,go,https://github.com/libvirt/libvirt-go/blob/6716ded296d94320213e1b57b67c2c7d255c6f00/network_events.go#L49-L67,export to excel,//export networkEventLifecycleCallback
711,go,https://github.com/mattn/go-sqlite3/blob/5994cc52dfa89a4ee21ac891b06fbc1ea02c52d3/callback.go#L50-L54,export to excel,//export doneTrampoline
712,javascript,https://github.com/imba/imba/blob/cbf24f7ba961c33c105a8fd5a9fff18286d119bb/lib/compiler/nodes.js#L4773-L4783,export to excel,export class
713,go,https://github.com/libvirt/libvirt-go/blob/6716ded296d94320213e1b57b67c2c7d255c6f00/connect.go#L486-L493,export to excel,//export closeCallback
714,ruby,https://github.com/domitry/nyaplot/blob/2341ebe730c38abee5d330ef30423cb74a2e2f94/lib/nyaplot3d/plot3d.rb#L55-L59,export to excel,export html file
715,python,https://github.com/MisterY/asset-allocation/blob/72239aa20762cda67c091f27b86e65d61bf3b613/asset_allocation/app.py#L157-L170,export to excel,Exports all used symbols
716,go,https://github.com/hyperhq/runv/blob/10eb6877d5df825f4438f69864a9256f9694741d/hypervisor/xen/libxl_wrapper.go#L946-L956,export to excel,"/******************************************************************************
 *  Callbacks
 ******************************************************************************/
//export DomainDeath_cgo"
717,php,https://github.com/pmdevelopment/tool-bundle/blob/2cbc9f82c5b33fd7a9d389edd3676e9f70ea8129/Framework/Model/ChartJs/DataSetConfig.php#L305-L324,export to excel,"Export

@return array"
718,go,https://github.com/ethereum/go-ethereum/blob/b6c0234e0b5c9d459d1ed784c910f6348890d56b/accounts/keystore/keystore.go#L423-L435,export to excel,"// Export exports as a JSON key, encrypted with newPassphrase."
719,python,https://github.com/nicolargo/glances/blob/5bd4d587a736e0d2b03170b56926841d2a3eb7ee/glances/exports/glances_restful.py#L70-L82,export to excel,Export the stats to the Statsd server.
720,javascript,https://github.com/facebook/relay/blob/7fb9be5182b9650637d7b92ead9a42713ac30aa4/packages/relay-compiler/language/javascript/RelayFlowBabelFactories.js#L39-L45,export to excel,export type NAME = TYPE
721,php,https://github.com/locomotivemtl/charcoal-admin/blob/d7394e62ab8b374bcdd1dbeaedec0f6c35624571/src/Charcoal/Admin/Service/Exporter.php#L149-L164,export to excel,"Export to CSV
@return void"
722,go,https://github.com/stripe/veneur/blob/748a3593cd11cfb4543fbe3a3a3b1614a393e3a7/samplers/samplers.go#L327-L344,export to excel,// Export converts a StatusCheck into a JSONMetric.
723,php,https://github.com/VIPnytt/RobotsTxtParser/blob/96b5cac268195219b24aaed3bc55744ae9fcc442/src/Client/Directives/UserAgentTools.php#L151-L164,export to excel,"Rule export

@return array"
724,python,https://github.com/gpagliuca/pyfas/blob/5daa1199bd124d315d02bef0ad3888a8f58355b2/build/lib/pyfas/tab.py#L183-L204,export to excel,Export method for keyword tab files
725,php,https://github.com/contributte/datagrid/blob/a4e392e1ddef6a442eaea8dfa9bffaeef96a45d1/src/Export/Export.php#L80-L106,export to excel,"Render export button
@return Html"
726,python,https://github.com/dls-controls/pymalcolm/blob/80ea667e4da26365a6cebc0249f52fdc744bd983/malcolm/modules/builtin/defines.py#L97-L101,export to excel,Exports an environment variable with the given value
727,javascript,https://github.com/csstools/postcss-preset-env/blob/55f118a75e642dd233f35eabf42f4ec22fa2595b/src/lib/write-to-exports.js#L68-L77,export to excel,"/* Write Exports to Common JS file
/* =========================================================================="
728,go,https://github.com/gopasspw/gopass/blob/fe4e21d62182f0f2e4ef9a0ca8168d849dc52bd4/pkg/backend/crypto/xc/export.go#L20-L22,export to excel,// ExportPrivateKey exports a given private key
729,python,https://github.com/LEMS/pylems/blob/4eeb719d2f23650fe16c38626663b69b5c83818b/lems/model/structure.py#L86-L95,export to excel,Exports this object into a LEMS XML object
730,python,https://github.com/cloud-custodian/cloud-custodian/blob/52ef732eb3d7bc939d1579faf519314814695c08/tools/c7n_logexporter/c7n_logexporter/exporter.py#L667-L706,export to excel,report current export state status
731,php,https://github.com/tollwerk/TYPO3-ext-tw_componentlibrary/blob/ac08e1c77f115fb4fcf8726a12c231f63d995db1/Classes/Component/AbstractComponent.php#L523-L542,export to excel,"Export the request options

@return array"
732,php,https://github.com/CanalTP/MttBundle/blob/3dc385ffdccd6c49545179fd5c9f3c1a0a06819e/Controller/CalendarController.php#L109-L133,export to excel,"Export a zip with calendars

@return Response"
733,go,https://github.com/gopasspw/gopass/blob/fe4e21d62182f0f2e4ef9a0ca8168d849dc52bd4/pkg/backend/crypto/xc/export.go#L9-L17,export to excel,// ExportPublicKey exports a given public key
734,go,https://github.com/thecodeteam/goisilon/blob/6d93e6f106b7831c250f9984f3a18f8898034cd4/exports.go#L478-L492,export to excel,// GetExportClients returns an Export's clients property.
735,go,https://github.com/libopenstorage/openstorage/blob/71b7f37f99c70e697aa31ca57fa8fb1404629329/cli/graph.go#L18-L31,export to excel,// GraphDriverCommands exports CLI comamnds for a GraphDriver.
736,go,https://github.com/thecodeteam/goisilon/blob/6d93e6f106b7831c250f9984f3a18f8898034cd4/exports.go#L324-L335,export to excel,// GetFailureMappingByID returns the map_failure mapping for an Export.
737,go,https://github.com/agrison/go-tablib/blob/4930582c22eec7bfc0e5b47e0246d5048a78fe49/tablib_json.go#L46-L54,export to excel,// JSON returns a JSON representation of the Dataset as an Exportable.
738,python,https://github.com/clement-alexandre/TotemBionet/blob/f37a2f9358c1ce49f21c4a868b904da5dcd4614f/totembionet/src/ggea/ggea.py#L69-L72,export to excel,"Export the graph to the dot file ""filename.dot""."
739,javascript,https://github.com/rintoj/statex/blob/19d2a321587c67ee6ff406251ea3d6b3eeaa3418/dist/core/decorators.js#L99-L110,export to excel,"Subscribe to the state events and map it to properties

@export"
740,php,https://github.com/yajra/laravel-datatables-buttons/blob/291c129ab9db63e5ec5353336181e8c6a95e3e19/src/Services/DataTable.php#L486-L491,export to excel,"Export results to CSV file.

@return mixed"
741,python,https://github.com/pypa/pipenv/blob/cae8d76c210b9777e90aab76e9c4b0e53bb19cde/pipenv/patched/notpip/_internal/vcs/subversion.py#L31-L42,export to excel,Export the svn repository at the url to the destination location
742,php,https://github.com/helsingborg-stad/acf-export-manager/blob/27e904a24eb013cac5c8f3d3c30e88b5b9b7859b/src/AcfExportManager.php#L161-L176,export to excel,"Creates export folders if needed
@return void"
743,javascript,https://github.com/FilipMatys/Calf/blob/64bd1f7cae230d1cefd08f1a20a6c2aab880a8e1/packages/utility/dist/lib/factory/decorators/export.decorator.js#L12-L43,export to excel,"Export decorator
@param name
@param context"
